time,HD_OBS_474820122185601,HD_OBS_474851122165301,HD_OBS_474907122194901,HD_OBS_474909122164401,HD_OBS_474923122195601,HD_OBS_474953122170201,HD_OBS_475016122172301,HD_OBS_475044122155601,HD_OBS_475104122191901,HD_OBS_475106122170101,HD_OBS_475106122172201,HD_OBS_475120122162401,HD_OBS_475150122192101,HD_OBS_475258122164201,HD_OBS_475300122164401,HD_OBS_475307122153701,HD_OBS_475309122153601,HD_OBS_475328122181901,HD_OBS_475334122180401,HD_OBS_475349122162901,HD_OBS_475407122144101,HD_OBS_475453122170701,HD_OBS_475518122162201,HD_OBS_475541122151101
1.000000000000,102.0883788,106.9529026,82.38391527,108.1232561,78.16129114,106.8437132,103.7492615,108.4288602,53.29559321,102.9609751,99.11994702,107.9181466,38.90462640,100.0732324,100.0732324,109.5171913,109.4877300,64.11025855,71.31624206,97.98841643,109.6519484,77.06852044,82.95227499,90.22950884
