time,H1_13_8
1.000000000000,19.25173278319247
1.083333333333,18.99691375504458
1.166666666667,18.94922675226348
1.250000000000,19.19268090798032
1.333333333333,19.49432936498369
1.416666666667,19.53909119657958
1.500000000000,19.27395237876313
1.583333333333,18.93114162597848
1.666666666667,18.84176959519634
1.750000000000,19.10058091178546
1.833333333333,19.47179443708474
1.916666666667,19.61162083290862
2.000000000000,19.40821509977379
2.083333333333,19.06536746765751
2.166666666667,18.91751722092755
2.250000000000,19.09095979997844
2.333333333333,19.41693628827079
2.416666666667,19.55956315578742
2.500000000000,19.37509468447030
2.583333333333,19.01749143380040
2.666666666667,18.82809072776799
2.750000000000,18.99568141374064
2.833333333333,19.37595633345801
2.916666666667,19.61016338202859
3.000000000000,19.49792551754004
3.083333333333,19.15677812884803
3.166666666667,18.92520699620309
3.250000000000,19.01231274443153
3.333333333333,19.32919387246443
3.416666666667,19.55388415741681
3.500000000000,19.45857686543560
3.583333333333,19.11789692065432
3.666666666667,18.84635112154217
3.750000000000,18.91441488362400
3.833333333333,19.26713353625916
3.916666666667,19.57776950675980
4.000000000000,19.56396058851564
4.083333333333,19.25932792247852
4.166666666667,18.96215214082582
4.250000000000,18.95638956483665
4.333333333333,19.23217531247921
4.416666666667,19.51889711447899
4.500000000000,19.51902448284664
4.583333333333,19.22462574962232
4.666666666667,18.89719833556305
4.750000000000,18.85956432232547
4.833333333333,19.15492669316900
4.916666666667,19.51368487707799
5.000000000000,19.60391060882792
5.083333333333,19.36221769879492
5.166666666667,19.02837719543613
5.250000000000,18.92518601048141
5.333333333333,19.13649357691476
5.416666666667,19.45519349633763
5.500000000000,19.55400743233913
5.583333333333,19.32991937012394
5.666666666667,18.97660902862080
5.750000000000,18.83250173428569
5.833333333333,19.04454816023917
5.916666666667,19.42476580732493
6.000000000000,19.61651142586991
6.083333333333,19.46031474129661
6.166666666667,19.11387512125808
6.250000000000,18.91985209509484
6.333333333333,19.04859326616090
6.416666666667,19.37426275060928
